id,title,subtitle,notes,chart_type,x_category,num_columns,num_rows,x_axis_type,y_axis_type,x_axis_min,x_axis_max,y_axis_min,y_axis_max,highlighted_col,highlighted_row,prognosis,events,complex
08e996c76bf1a7d4bec453e674aa0f1e,In absoluten Zahlen rangiert die Schweiz im Mittelfeld der Geberländer,"Bilaterale Direkthilfe der EU und der 29 tatkräftigsten Länder, in Milliarden Franken","Als Direkthilfen zählen Zusagen der einzelnen Länder, da angekommene Lieferungen schwer nachvollziehbar sind. Nicht berücksichtigt sind private Spenden, Hilfen für Kriegsfolgen ausserhalb der Ukraine und von Nichtregierungsorganisationen. Stand: 30.04.2024",StackedBar,Land,4,30,categorical,numeric,,,0.0,48.36,[],[],,[],True
0819c8effbf081938ef522a3692e20ad,Die Wasservorräte sind weltweit sehr ungleich verteilt,"Durchschnittliche erneuerbare Wasserressourcen pro Kopf, in Millionen Kubikmeter",,Bar,Staat,2,19,categorical,numeric,,,0.5,74.5,[],[],,[],False
08e996c76bf1a7d4bec453e674b9e679,Muslims make up 40% of the population in Southeast Asia,"Muslim population by country, in %","Source: <a href=""https://www.statista.com/statistics/1113906/southeast-asia-muslim-population-forecasted-share-by-country/"">Statista</a>",Bar,Land,2,10,categorical,numeric,,,0.1,87.2,[],[],,[],False
020a5674c151c5184ffc8be26a43b967,PSG-Lohnsumme steigt stark,in Millionen Euro,,Line,Saison,2,9,categorical,numeric,2010/11,2018/19,71.0,369.0,[],[],,[],False
0819c8effbf081938ef522a3692143e5,So viel gibt die Waadt für Prämienverbilligungen aus,"Zahlen für 2023, in Millionen Franken, gerundet",,StackedBar,X,4,1,numeric,numeric,,,122.0,371.0,[],[],,[],False
022a672b3f9fa2b1be4ea3c48a553889,Das Globalbudget hat einen schweren Stand,In Prozent der Stimmberechtigten. ,"* Da die Patienten im vierten Quartal zu demjenigen Arzt gehen müssten, der sein Budget noch nicht ausgeschöpft hat. ** Da im vierten Quartal nicht mehr alle Behandlungen angeboten würden. Für die Umfrage wurden zirka 1200 Stimmberechtigte befragt. Die Resultate sind mit einer Fehlermarge von +/- 2,3 bis 2,9 Prozentpunkten behaftet.",StackedBar,Einschätzung der Folgen eines Globalbudgets,6,5,categorical,numeric,,,1.0,60.0,[],[],,,True
016b459adf53c4e44c03cc7e709845d7,Bloss keine Machtpolitik,Meinung der Bundesbürger zum Einsatz der wirtschaftlichen Stärke Deutschlands in der Aussenpolitik,,Bar,X,2,3,categorical,numeric,,,4.0,62.0,[],[],,[],False
016b459adf53c4e44c03cc7e700dd04b,"J. Safra Sarasin, Julius Bär und Vontobel mit dem grössten Übergewicht","Aktienquote für eine ausgewogene Franken-Strategie, in %",,Dotplot,X,3,11,categorical,numeric,,,44.0,52.0,[0],[],,,True
0819c8effbf081938ef522a3693b1b52,Die Ukraine erhält nur wenige Waffen aus den westlichen Beständen,Bei Kriegsbeginn 2022 vorhandenes und funktionstüchtiges Kriegsgerät in westlichen Arsenalen,,Bar,Was,4,3,categorical,numeric,,,100.0,10931.0,[],[],,[],True
01da15f0f6a6396873566efb70ddfca5,Der Mittelstand hält sich beständig,"Anteil der Einkommensgruppen an der Gesamtbevölkerung, in Prozent",Der Mittelstand umfasst Haushalte mit einem Einkommen zwischen 70 und 150 Prozent des medianen Bruttoäquivalenzeinkommens.,Area,X,5,22,numeric,numeric,2000,2021,18.4,31.7,[],[],,[],True
08e996c76bf1a7d4bec453e674faf049,Der Kartoffelpreis ist in der Schweiz im letzten Jahr gestiegen,Franken pro Kilogramm,,Line,Durchschnittspreis,4,5,numeric,numeric,2019,2023,1.74,3.33,[],[],,[],True
00aec7859796c11ec7cafabb98300540,Erholung auf tiefem Niveau,"Rand in Franken, indexiert",,Line,Datum,2,473,categorical,numeric,26.02.2016,19.12.2017,57.3953,74.2326,[],[],,,False
0819c8effbf081938ef522a3693d4b5c,Die Fallzahlen der Staatsanwaltschaft haben zugenommen,Anzahl Fälle im Kanton Zürich,,Bar,Jahr,2,6,numeric,numeric,2018,2023,27904.0,32270.0,[],[],,[],False
016934e7c13b1b546fdea80efd96eba5,An Unterbrüchen von Unterseekabeln ist meist der Mensch schuld,"Ursachen von Störungen als Anteil an der Zahl der Vorfälle, in %",,Bar,Art,2,7,categorical,numeric,,,6.0,38.0,[],"[0, 1, 2]",,[],False
0023e8fed9d111fed753bb3f6b0afe78,Auch der Handel mit der EU mit Autoteilen ist aus Sicht der USA defizitär,in Mrd. $,,Bar,Jahr,3,6,numeric,numeric,2012,2017,5.01155899,20.79092879,[],[],,,True
08e996c76bf1a7d4bec453e674c1ee72,Frauen haben tiefere Renten,"Durchschnittliche Gesamtrente pro Jahr, in Franken",,Bar,X,2,3,categorical,numeric,,,17293.0,52735.0,[],[],,[],False
07d00172c0f2b9dd3facaed88599fe8e,Die Nvidia-Aktien dürften dank starken Zahlen neuen Schwung kriegen,Aktienkurs in Dollar,,Line,X,2,504,categorical,numeric,23.05.2022,23.05.2024,112.27,1038.0,[],[],,"[{'type': 'point', 'date': '30.11.2022', 'label': 'Lancierung Chat-GPT'}]",False
07d00172c0f2b9dd3facaed88597c76e,Nur Apple und Microsoft sind wertvoller als Nvidia,Börsenkapitalisierung in Milliarden Dollar,,Bar,X,2,7,categorical,numeric,,,584.0,3190.0,[],[2],,[],False
0154a0854ad542755c62796906361086,Jeder fünfte junge Chinese steht ohne Job da,"Arbeitslosigkeit unter städtischen Jugendlichen im Alter von 16 bis 24 Jahren, in Prozent",Daten früherer Jahre sind nicht verfügbar.,Line,Monat/Jahr,2,62,categorical,numeric,Januar 2018,April 2023,9.6,20.4,[],[],,[],False
016934e7c13b1b546fdea80efd074e02,Manchen Ländern droht der «Bevölkerungskollaps»,"Entwicklung der Zahl der Einwohner, 2100 gegenüber 2023, in %; Prognosen auf Basis von Geburtenraten und Lebenserwartung der Gegenwart",,Bar,Land,2,12,categorical,numeric,,,-55.0,109.0,[],[],,[],False
014e6bf3927ddaf505c8053e374539d9,Russlands neue Handelsbeziehungen ,"Umfang von Russlands Handel mit China und der EU, in $",,Bar,Handelspartner,3,4,categorical,numeric,,,20602102569.0,155797000000.0,[],[],,[],True
0819c8effbf081938ef522a369492b8e,Unerwartete Stromlücke,"Fehlende Leistung am 22. April 2024, Viertelstunden-Werte, in Megawatt",,Line,Zeit,2,96,categorical,numeric,22.04.2024 00:00,22.04.2024 23:45,-1400.01,-61.65,[],[],,[],False
0154a0854ad542755c62796906aadb08,Die illegalen Grenzübertritte haben unter Biden stark zugenommen,Zahl der monatlichen Aufgriffe an der Südgrenze der USA,,Line,Monat,2,131,categorical,numeric,13.01.2013,01.11.2023,11127.0,269735.0,[],[],,"[{'type': 'point', 'date': '20.1.2017', 'label': '20. 1. 2017: Donald Trump wird Präsident.'}, {'type': 'point', 'date': '20.3.2020', 'label': '20. 3. 2020: Die Pandemieregelung «Title 42» tritt in Kraft. '}, {'type': 'point', 'date': '20.1.2021', 'label': '20. 1. 2021: Joe Biden übernimmt die Präsidentschaft.'}, {'type': 'point', 'date': '11.5.2023', 'label': '11. 5. 2023: «Title 42» läuft aus, stattdessen beginnt Bidens Grenzregime.'}]",False
01da15f0f6a6396873566efb70bec404,High productivity of Americans,"Labor productivity: GDP per hour worked, in dollars",Source: OECD,Line,X,5,28,numeric,numeric,1995,2022,48.46,77.69,"[0, 1]",[],,[],True
07d00172c0f2b9dd3facaed885d6837e,Chinas Ausfuhren finden veränderte Abnehmer,"Die wichtigsten Destinationen für Chinas Exporte von Januar bis April 2024, Anteile am Gesamtexportwert in Prozent (Veränderung gegenüber Januar bis April 2018 in Prozentpunkten) ",,Arrow,own_country,3,14,categorical,numeric,,,0.1,18.2,[],[],,[],True
07d00172c0f2b9dd3facaed885de0c8d,Der ANC erreichte seit den ersten freien Parlamentswahlen in Südafrika stets das absolute Mehr,in Prozent der Stimmen,,StackedBar,X,3,6,numeric,numeric,1994,2019,30.31,69.69,[],[],,[],False
0819c8effbf081938ef522a36939f48c,Die EU hat gegenüber China ein Handelsbilanzdefizit,"Aussenhandel 2023, in Milliarden Euro",,Bar,Land,3,6,categorical,numeric,,,61.7,515.9,[],[],,[],True
022a672b3f9fa2b1be4ea3c48aa3baa5,Noch laufen für Europas Firmen die Geschäfte in China gut,"Angaben zum Betriebsergebnis Ebit im jeweiligen Vorjahr, in %",,StackedBar,X,4,3,numeric,numeric,2009,2018,7.0,77.0,[],[],,,True
0819c8effbf081938ef522a36930c5cd,Sexuelle Belästigungen an der Universität Zürich,Gemeldete Fälle 2014 bis 2023,,Bar,Jahr,2,10,numeric,numeric,2014,2023,5.0,43.0,[],[],,[],False
0819c8effbf081938ef522a36909fa85,Copy of AI engineers are earning more and more in the US,"Median annual salary in the USA, figures in dollars (in thousands)",Source: Levels.fyi,Line,Month,3,18,numeric,numeric,1.2023,12.2023,156.25,270.0,[],[],,[],True
01da15f0f6a6396873566efb70be9d31,Americans work the most,Annual working hours per employed person,"Source: OECD, Seco",Line,X,5,53,numeric,numeric,1970,2022,1319.1,1992.5,"[1, 0]",[],,[],True
01c8403779c54eaa3618b44952e7fa5f,Nach Rückschlag wieder erholt,"Marktanteil der SIX im Handel mit Schweizer Aktien, in %",,Line,Datum,2,2511,categorical,numeric,26.06.2009,26.06.2019,60.6825,85.64,[],[],,,False
07d00172c0f2b9dd3facaed8859d95aa,Die Eisenring-Produktion,Anzahl Print-Artikel nach Ressort/Rubrik,,Bar,X,2,7,categorical,numeric,,,38.0,5064.0,[],[],,[],False
0819c8effbf081938ef522a36940fb25,Die Solarenergie wird stark ausgebaut,"Stromerzeugung mit CO₂-armen Energieträgern, in Terawattstunden","Die künftige Entwicklung basiert auf einem Szenario, bei dem die Länder ihre jetzige Politik fortsetzen.",Area,X,6,7,numeric,numeric,2010,2050,32.0,17220.0,[],[],2,[],True
0819c8effbf081938ef522a3697ae813,"Die EU-Länder exportieren mehr Autos, als sie einführen","Handel ausgewählter Produkte der EU mit China 2023, in Milliarden Euro",,Bar,Produkt,3,6,categorical,numeric,,,1.1,56.5,[],[],,[],True
03f2af7351af180c2844811ac230d89b,The war in Ukraine claims the most victims,Number of deaths in violent conflicts since January 2023,"Source: Acled</br>Data as of Jan. 12, 2024",Bar,Country,2,20,categorical,numeric,,,1242.0,31407.0,[],[],,[],False
01c8403779c54eaa3618b44952ed45ae,Multi-ethnisch mit einer muslimischen Mehrheit,"Die Bevölkerung Malaysias im Jahr 2010, aufgeteilt nach Zugehörigkeit von Religionen",,Bar,X,2,8,categorical,numeric,,,0.4,61.3,[],[],,,False
014e6bf3927ddaf505c8053e37d9e275,2021 wuchs der Umsatz langsamer als in den Vorjahren,Quartalsumsätze in Mrd. $,,Line,Datum,2,31,categorical,numeric,01.06.2014,01.12.2021,2.91,33.6,[],[],,[],False
016b459adf53c4e44c03cc7e70ef0c6a,Gewöhnung an die Maskenpflicht: Die regionalen Unterschiede bei Supermarkt-Besuchen werden kleiner,"Anzahl Kartentransaktionen in Lebensmittelgeschäften, Periode vor Maskenpflicht = 100",,Line,Datum,4,42,categorical,numeric,17.08.2020,27.09.2020,93.59356,103.0788,[],[],,"[{'type': 'point', 'date': '26.08.2020', 'label': 'Einführung der Maskenpflicht im Kanton Zürich am 27.08.2020'}]",True
014e6bf3927ddaf505c8053e37226a1e,"Seit 1971 steigt der Frauenanteil an, bei der letzten Wahl lag er bei 39 Prozent","Geschlechterverteilung im Kantonsrat seit 1967 (letztes Jahr ohne Frauen), in Prozent",,StackedBar,X,3,14,numeric,numeric,1967,2019,0.0,100.0,[],[],,[],False
0313da61de86779a1c0b46f57186449c,Wirtschaftlich gesehen sind die Bauern in Deutschland und der Schweiz eher unwichtig,"Anteil des Primärsektors (Landwirtschaft) an der Gesamtwirtschaft in der EU und Efta-Ländern, provisorische Zahlen 2022, in Prozent",,Bar,Land,3,31,categorical,numeric,,,0.3,21.1,[],"[22, 28, 9]",,[],True
0819c8effbf081938ef522a3691e688b,Wie die Bildung die Armee überholt hat ,Jährliche Ausgaben des Bundes ,,Line,Jahr,3,38,numeric,numeric,1990,2027,2915630647.0,8956911319.0,[],[],34,[],True
08e996c76bf1a7d4bec453e674c16d25,Die Berufswahl folgt alten Rollenmustern,"Frauen- und Männeranteile in verschiedenen Berufen im Jahr 2022, in Prozent",* Berufliche Grundbildung; ** Studierende an den Fachhochschulen; *** Studierende an den universitären Hochschulen.,StackedBar,X,3,6,categorical,numeric,,,3.0,97.0,[],[],,[],False
0819c8effbf081938ef522a36926f6f6,Mitbewerber aus den USA schlagen sich deutlich besser,"Veränderung Aktienkurse, in Prozent",,Line,Datum,5,1291,categorical,numeric,04/23/2019,04/23/2024,-19.93,574.34,[],[],,[],True
022a672b3f9fa2b1be4ea3c48ad72ca1,BIP pro Kopf (kaufkraftbereinigt), In $,,Line,Jahr,3,15,numeric,numeric,2004,2018,15161.62,23679.4,[],[],,,True
016b459adf53c4e44c03cc7e7086959b,Hohe Preisdynamik in deutschen Städten,"Inflationsbereinigte Veränderung der Preise für Wohnimmobilien, in %",,Dotplot,X,3,25,categorical,numeric,,,-6.1,10.2,[],[],,,True
016b459adf53c4e44c03cc7e7078bb83,CO₂-Emissionen aus Brennstoffen nehmen ab,"Pro Tonne, Indexiert (1990=100)",,Line,1990,2,29,numeric,numeric,1991,20015,30.5,90.0,[],[],,[],False
008c17a9b222ca9583df638fc9dbe593,Sechs Prozent Inflation in der Schweiz seit Ende 2020,Landesindex der Konsumentenpreise (Dezember 2020 = 100),,Line,Zeit,2,85,numeric,numeric,1.2017,12.2022,99.107,105.9896,[],[0],,[],False
016522fbb9ab3e9ea5d2bc256e6f5621,Die zehn erfolgreichsten Schwinger: 80 und mehr Kränze,Anzahl Kränze,Daten: Teilnehmer am Eidgenössischen Schwingfest 2016,Bar,X,2,10,categorical,numeric,,,87.0,142.0,[],[],,,False
0184a9d83b63d38b3034a63ffa296f09,Dollar legt leicht zu,Kurs gemessen in Franken,,Line,Zeit,2,379,categorical,numeric,06/11/2018 01:00,06/12/2018 08:30,0.984,0.9882,[],[],,,False
0062e0b6b75d81b20a18a5ab938ada72,Abkehr von Treasuries,"Rendite 10jährige US-Staatsanleihen, in %",,Line,X,2,241,categorical,numeric,02/01/2017,04/12/2017,2.04,2.63,[],[],,,False
01c2ff365bbb7d826377798d5edc4a33,Steil nach oben,Wert eines Bitcoins in $,,Line,Datum,2,815,categorical,numeric,03.10.2019 23:00,28.10.2019 07:30,7376.61,9864.01,[],[0],,,False
016934e7c13b1b546fdea80efd08584a,Massiver Effekt der niedrigeren Geburtenraten,"Zusätzliche Personen, die bei gleichbleibender Geburtenrate im Zeitraum 1960 bis 2021 geboren worden wären, in % der Bevölkerungszahl im Jahr 2021",,Bar,Land,2,10,categorical,numeric,,,15.0,157.0,[],[],,[],False
0057a266a9c555637dabccece11c5468,Besucher am Züri-Fäscht,,,Bar,X,2,8,numeric,numeric,1998,2019,1500000.0,2500000.0,[],[],,,False
0819c8effbf081938ef522a36954ce2c,Water supplies and water shortages vary around the world,"Share of global renewable water resources compared to share of global population, in %","Sources: <a href=""https://www.cia.gov/the-world-factbook/field/total-renewable-water-resources/"">Water: CIA World Factbook (2020 estimate)</a>, <a href=""https://population.un.org/wpp/"">population: U.N. World Population Prospects 2022</a>",Bar,X,3,16,categorical,numeric,,,0.1,17.8,[],[],,[],True
014e6bf3927ddaf505c8053e37ce75f6,The United Kingdom is 2022's biggest donor so far,Breakdown of the $101.6 million pledged to date (as % share),"Source: <a href=""https://www.fts.unocha.org/countries/1/summary/2022"">UNOCHA</a>",StackedBar,Country,7,1,categorical,numeric,,,0.8,87.9,[],[],,[],False
08e996c76bf1a7d4bec453e674564fde,Wahlbeteiligung in Deutschland steigt zum dritten Mal in Folge,Wahlbeteiligung bei Europawahlen in Deutschland seit 1979,Für die gesamte EU liegt die Wahlbeteiligung für 2024 noch nicht vor.,Line,Jahr,3,10,numeric,numeric,1979,2024,42.6,65.7,[],[],,[],True
0154a0854ad542755c627969069c0b24,Zurzeit werden weniger neue Wohnungen gebaut als nachgefragt,Bautätigkeit und Haushaltswachstum,,Line,Jahr,3,10,numeric,numeric,2014,2023,39273.0,56084.0,[],[],8,[],True
01c8403779c54eaa3618b44952e6d395,Malaysia befindet sich in Südostasien im Mittelfeld,"Reales Wachstum des Bruttoinlandprodukts (BIP), in %",,Line,X,6,11,numeric,numeric,2008,2018,-1.51,15.24,[],[],,,True
08e996c76bf1a7d4bec453e674cb9498,Pharmasektor dominiert Aussenhandel mit Russland,"Schweizer Exporte nach Russland, Exportwert in Franken",,Area,null,3,11,numeric,numeric,2013,2023,482395527.0,2337608546.0,[],[],,"[{'type': 'point', 'label': 'Invasion der Ukraine (2022)', 'date': '2022-01-01'}]",True
009b187b6b1fe7ca85fcde3801650eb8,Graubünden wurde von Postauto am stärksten geschröpft,"Umgebuchter Gewinn in der Sparte ""Regionaler Personenverkehr"", nach Region, 2007 bis 2015, in Mio. Fr.","""Umgebuchter Gewinn"" meint vereinfacht gesagt den Betrag, den die Regionen über die eigentlichen Kosten der Firma Postauto hinaus zu viel an Subventionen bezahlt haben.",Bar,2007-2015,2,16,categorical,numeric,,,-0.1,30.4,[],[],,,False
01da15f0f6a6396873566efb70196731,Die AfD wurde 2023 am häufigsten Opfer von Gewalt,Anzahl der Gewaltdelikte gegen Repräsentanten und Einrichtungen der im Bundestag vertretenen Parteien ,,Bar,Partei,2,6,categorical,numeric,,,10.0,86.0,[],[],,[],False
013aa2423f5043129536660cffcac8a1,Wie viel einem Arbeitnehmer nach Steuern und Sozialabgaben von seinem Gehalt bleibt,"in der Schweiz sind Gesundheitskosten nicht mit eingerechnet, in %, Daten aus 2017",,Bar,Steuerpflichtiger in...,3,3,categorical,numeric,,,60.1,85.8,[],[],,,True
01ba465f792500066ff5d6bee1dc9387,Manchester United hat bisher am meisten ausgegeben für neue Spieler,Transferausgaben der Top 6 im Sommer 2019 (in Mio Euro),,Bar,Klub,2,6,categorical,numeric,,,1.9,159.0,[],[],,,False
0819c8effbf081938ef522a36931fe0f,"Die EU, China und die USA verbrauchen deutlich mehr Metalle und Mineralien, als sie fördern, Afrika, Australien und Lateinamerika verkaufen sie","Differenz zwischen dem Anteil am weltweiten Verbrauch von Metallen und Mineralien und deren Förderung, in Prozent",,Arrow,X,3,11,categorical,numeric,,,1.8,28.2,[],[],,[],True
07d00172c0f2b9dd3facaed885d20cb6,Die Taiwaner machen sich zunehmend Sorgen wegen der Situation an der Taiwanstrasse,"Antworten auf die Frage: «Befürchten Sie einen Krieg in der Taiwanstrasse?», in Prozent der Befragten","Im Jahr 2021 wurden 1200 Taiwanerinnen und Taiwaner befragt, im Jahr 2023 waren es ebenfalls 1200. Zu Repräsentativität und statistischer Fehlermarge machen die Autoren keine Angaben.",StackedBar,Jahr,4,2,numeric,numeric,2021,2023,16.6,64.8,[],[],,[],True
01c8403779c54eaa3618b44952eb2d81,Chinas Exporteure spüren Zölle noch nicht,"Ausfuhren, in Mrd. $",,Line,X,2,17,categorical,numeric,Januar 2018,Mai 2019,135.24,227.42,[],[],,,False
0819c8effbf081938ef522a36918c90b,Kopie von  Kopie von  Switzerland pays the best AI salaries outside the US,"Total remuneration including share options and salary for a software engineer specializing in AI, in dollars, April 2023 to April 2024",Source: Levels.fyi,Bar,Country,2,9,categorical,numeric,,,93056.0,251000.0,[],[],,[],False
0819c8effbf081938ef522a36994376d,Erneuerbare Energien legen zu,Anteile an der Gesamtstromerzeugung in %,,Bar,E-Träger,4,7,categorical,numeric,,,1.4,49.7,[],[],,[],True
0819c8effbf081938ef522a36954dca0,Many developed countries are heavily dependent on energy imports,Net energy exports in millions of megatons of oil equivalents,,Bar,State,2,32,categorical,numeric,,,-810.0,669.0,[],[],,[],False
014e6bf3927ddaf505c8053e37c2dd5a,"Weniger Verletzte, teurere Blechschäden",Prämieneinnahmen in Millionen Franken,,Bar,Jahr,3,10,numeric,numeric,2012,2021,2553.0,3498.0,[],[],,[],True
01e843ba181f97facd55faf6789b906a,"Bisher regnete es dieses Jahr in Zürich vergleichsweise wenig, doch es folgen weitere Regentage","Niederschlagsmenge im April und Mai an der Messstation Zürich Fluntern, in Millimeter, pro Jahr",Die Niederschlagsmenge für Mai 2021 umfasst die Tage vom 1. bis 19. Mai.,Bar,Datum,2,22,categorical,numeric,,,108.0,340.8,[],[21],,[],False
0819c8effbf081938ef522a3690a5120,Kopie von  Copy of AI engineers are earning more and more in the US,"Median annual salary in the USA, figures in dollars (in thousands)",Source: Levels.fyi,Line,Month,3,18,numeric,numeric,1.2023,12.2023,156.25,270.0,[],[],,[],True
0819c8effbf081938ef522a36942874a,CO₂-arme Technologien werden zukünftig den meisten Strombedarf decken,"Stromerzeugung mit CO₂-armen und fossilen Energieträgern, in Terawattstunden",Die künftige Entwicklung basiert auf zwei unterschiedlichen Szenarien. Das konservativere schreibt die existierende Politik fort. In diesem Szenario werden die CO₂-armen Technologien weniger stark ausgebaut und die fossilen weniger abgebaut.,Line,Jahr,7,7,numeric,mixed,2010,2050,,,[],[],,[],True
0819c8effbf081938ef522a369204c9b,Chinesen essen mittlerweile viel Fleisch,"Pro-Kopf-Konsum ausgewählter Nahrungsmittel pro Jahr, in Kilogramm (2022)",,Bar,X,3,7,categorical,numeric,,,1.2,293.4,[0],[],,[],True
07d00172c0f2b9dd3facaed88589fd27,Japan auf dem Weg zum Einwanderungsland,Ausländische Bevölkerung,,Bar,X,2,12,numeric,numeric,2012,2023,2033656.0,3410992.0,[],[],,[],False
016934e7c13b1b546fdea80efd7b5963,"Mehrwertsteuer müsste mit der Mitte-Initiative auf 9,6 Prozent erhöht werden ",Normalsatz der Mehrwertsteuer (MWSt) in % ,Nicht abgebildet ist die befristete Erhöhung für die IV von 2011 bis 2017. ,Bar,Zeitpunkt,2,7,numeric,numeric,1995,2030,6.5,9.6,[],[],5,"[{'type': 'point', 'label': 'Einführung der MWSt.', 'date': '1995'}, {'type': 'point', 'label': 'Erhöhung für die AHV.', 'date': '1999'}, {'type': 'range', 'label': 'Erhöhungen für die Bahn.', 'dateFrom': '2001', 'dateTo': '2018'}, {'type': 'point', 'label': 'Erneute Erhöhung für die AHV.', 'date': '2024'}, {'type': 'point', 'label': 'Bundesrat will die MWSt für die 13. AHV-Rente um 0,7 Punkte erhöhen.', 'date': '2027'}, {'type': 'point', 'label': 'Wird die Mitte-Initiative über die MWSt finanziert, ist eine Erhöhung um 0,8 Punkte nötig. Die Finanzierungslücken durch die Pensionierung der Babyboomer-Generation sind damit noch nicht behoben.', 'date': '2030'}]",False
01da15f0f6a6396873566efb70198604,Die Alternative Liste büsst Sitze ein,"Anzahl Sitze im 125-köpfigen Stadtparlament seit der Parteigründung 1990, Wahljahre",,Bar,Wahljahr,2,9,numeric,numeric,1990,2022,2.0,10.0,[],[],,[],False
07d00172c0f2b9dd3facaed88507ce79,Eheschliessungen und Geburten sind in Polen seit der Wende rückläufig,In Tausend,,Line,X,3,7,numeric,numeric,1990,2022,156.0,548.0,[],[],,[],True
01ba465f792500066ff5d6bee1a8fde0,Top 10 kurze Standzeiten Schweizer Gebrauchtwagen,1. Semester 2019 nach Modellen,,Dotplot,Modell,2,10,categorical,numeric,,,8.0,19.0,[],[],,,False
0819c8effbf081938ef522a36930dccc,tbd.,Kumulierte Militärhilfe sämtlicher EU-Staaten -und Institutionen und der USA seit Kriegsbeginn 2022,,Area,Zeit,5,25,categorical,numeric,,,0.0,142.03,[],[],,[],True
